date,open,high,low,close,adjClose,volume
2022-10-20,150.000000,150.000000,150.000000,150.000000,149.503311,0
2022-10-21,150.000000,150.000000,150.000000,150.000000,149.503311,0
2022-10-24,150.000000,150.000000,150.000000,150.000000,149.503311,0
2022-10-25,160.000000,160.000000,160.000000,160.000000,159.470200,5
2022-10-27,160.000000,160.000000,160.000000,160.000000,159.470200,10
2022-10-28,160.000000,160.000000,160.000000,160.000000,159.470200,0
2022-10-31,160.000000,160.000000,160.000000,160.000000,159.470200,0
2022-11-01,160.000000,160.000000,160.000000,160.000000,159.470200,0
2022-11-02,160.000000,160.000000,160.000000,160.000000,159.470200,0
2022-11-03,160.000000,160.000000,160.000000,160.000000,159.470200,0
2022-11-04,160.000000,160.000000,160.000000,160.000000,159.470200,0
2022-11-07,160.000000,160.000000,160.000000,160.000000,159.470200,0
2022-11-08,160.000000,160.000000,160.000000,160.000000,159.470200,0
2022-11-09,160.000000,160.000000,160.000000,160.000000,159.470200,1
2022-11-10,160.000000,160.000000,160.000000,160.000000,159.470200,5
2022-11-11,160.000000,160.000000,160.000000,160.000000,159.470200,0
2022-11-14,160.000000,160.000000,160.000000,160.000000,159.470200,0
2022-11-15,160.000000,160.000000,160.000000,160.000000,159.470200,0
2022-11-16,160.000000,160.000000,160.000000,160.000000,159.470200,0
2022-11-17,160.000000,160.000000,160.000000,160.000000,159.470200,0
2022-11-18,150.000000,150.000000,150.000000,150.000000,149.503311,1
2022-11-21,150.000000,150.000000,150.000000,150.000000,149.503311,0
2022-11-22,150.000000,150.000000,150.000000,150.000000,149.503311,0
2022-11-23,150.000000,150.000000,150.000000,150.000000,149.503311,0
2022-11-24,150.000000,150.000000,150.000000,150.000000,149.503311,0
2022-11-25,150.000000,150.000000,150.000000,150.000000,149.503311,0
2022-11-28,150.000000,150.000000,150.000000,150.000000,149.503311,0
2022-11-29,150.000000,150.000000,150.000000,150.000000,149.503311,0
2022-11-30,150.000000,150.000000,150.000000,150.000000,149.503311,0
2022-12-01,150.000000,150.000000,150.000000,150.000000,149.503311,0
2022-12-02,150.000000,150.000000,150.000000,150.000000,149.503311,0
2022-12-05,150.000000,150.000000,150.000000,150.000000,149.503311,0
2022-12-06,150.000000,150.000000,150.000000,150.000000,149.503311,0
2022-12-07,150.000000,150.000000,150.000000,150.000000,149.503311,0
2022-12-08,150.000000,150.000000,150.000000,150.000000,149.503311,0
2022-12-09,155.000000,155.000000,155.000000,155.000000,154.486755,13
2022-12-12,155.000000,155.000000,155.000000,155.000000,154.486755,0
2022-12-13,155.000000,155.000000,155.000000,155.000000,154.486755,0
2022-12-14,155.000000,155.000000,155.000000,155.000000,154.486755,0
2022-12-15,160.000000,160.000000,160.000000,160.000000,159.470200,4
2022-12-16,160.000000,160.000000,160.000000,160.000000,159.470200,0
2022-12-19,160.000000,160.000000,160.000000,160.000000,159.470200,0
2022-12-20,160.000000,160.000000,160.000000,160.000000,159.470200,0
2022-12-21,160.000000,160.000000,160.000000,160.000000,159.470200,0
2022-12-22,160.000000,160.000000,160.000000,160.000000,159.470200,0
2022-12-23,160.000000,160.000000,160.000000,160.000000,159.470200,0
2022-12-27,160.000000,160.000000,160.000000,160.000000,159.470200,0
2022-12-28,160.000000,160.000000,160.000000,160.000000,159.470200,0
2022-12-29,160.000000,160.000000,160.000000,160.000000,159.470200,0
2022-12-30,160.000000,160.000000,160.000000,160.000000,159.470200,0
2023-01-02,160.000000,160.000000,160.000000,160.000000,159.470200,0
2023-01-03,159.000000,159.000000,159.000000,159.000000,158.473511,20
2023-01-04,159.000000,159.000000,159.000000,159.000000,158.473511,0
2023-01-05,159.000000,159.000000,159.000000,159.000000,158.473511,0
2023-01-06,159.000000,159.000000,159.000000,159.000000,158.473511,0
2023-01-09,160.000000,160.000000,160.000000,160.000000,159.470200,10
2023-01-10,160.000000,160.000000,160.000000,160.000000,159.470200,0
2023-01-11,160.000000,160.000000,160.000000,160.000000,159.470200,0
2023-01-12,160.000000,160.000000,160.000000,160.000000,159.470200,0
2023-01-13,160.000000,160.000000,160.000000,160.000000,159.470200,0
2023-01-16,160.000000,160.000000,160.000000,160.000000,159.470200,0
2023-01-17,160.000000,160.000000,160.000000,160.000000,159.470200,0
2023-01-18,160.000000,160.000000,160.000000,160.000000,159.470200,0
2023-01-19,160.000000,160.000000,160.000000,160.000000,159.470200,0
2023-01-20,160.000000,160.000000,160.000000,160.000000,159.470200,0
2023-01-23,160.000000,160.000000,160.000000,160.000000,159.470200,0
2023-01-24,160.000000,160.000000,160.000000,160.000000,159.470200,0
2023-01-25,160.000000,160.000000,160.000000,160.000000,159.470200,0
2023-01-26,160.000000,160.000000,160.000000,160.000000,159.470200,0
2023-01-27,160.000000,160.000000,160.000000,160.000000,159.470200,0
2023-01-30,160.000000,160.000000,160.000000,160.000000,159.470200,0
2023-01-31,160.000000,160.000000,160.000000,160.000000,159.470200,0
2023-02-01,160.000000,160.000000,160.000000,160.000000,159.470200,0
2023-02-02,160.000000,160.000000,160.000000,160.000000,159.470200,0
2023-02-03,160.000000,160.000000,160.000000,160.000000,159.470200,0
2023-02-06,160.000000,160.000000,160.000000,160.000000,159.470200,0
2023-02-07,160.000000,160.000000,160.000000,160.000000,159.470200,0
2023-02-08,160.000000,160.000000,160.000000,160.000000,159.470200,0
2023-02-09,160.000000,160.000000,160.000000,160.000000,159.470200,0
2023-02-10,165.000000,165.000000,165.000000,165.000000,164.453644,15
2023-02-13,165.000000,165.000000,165.000000,165.000000,164.453644,17
2023-02-14,165.000000,165.000000,165.000000,165.000000,164.453644,0
2023-02-15,165.000000,165.000000,165.000000,165.000000,164.453644,0
2023-02-16,150.000000,150.000000,150.000000,150.000000,149.503311,49
2023-02-17,150.000000,150.000000,150.000000,150.000000,149.503311,0
2023-02-20,150.000000,150.000000,150.000000,150.000000,149.503311,0
2023-02-21,150.000000,150.000000,150.000000,150.000000,149.503311,0
2023-02-22,150.000000,150.000000,150.000000,150.000000,149.503311,0
2023-02-23,150.000000,150.000000,150.000000,150.000000,149.503311,0
2023-02-24,150.000000,150.000000,150.000000,150.000000,149.503311,0
2023-02-27,150.000000,150.000000,150.000000,150.000000,149.503311,0
2023-02-28,150.000000,150.000000,150.000000,150.000000,149.503311,0
2023-03-01,155.000000,155.000000,155.000000,155.000000,154.486755,31
2023-03-02,155.000000,155.000000,155.000000,155.000000,154.486755,2
2023-03-03,155.000000,155.000000,155.000000,155.000000,154.486755,0
2023-03-06,155.000000,155.000000,155.000000,155.000000,154.486755,10
2023-03-07,155.000000,155.000000,155.000000,155.000000,154.486755,0
2023-03-08,155.000000,155.000000,155.000000,155.000000,154.486755,0
2023-03-09,155.000000,155.000000,155.000000,155.000000,154.486755,0
2023-03-10,155.000000,155.000000,155.000000,155.000000,154.486755,0
2023-03-13,155.000000,155.000000,155.000000,155.000000,154.486755,0
2023-03-14,160.000000,160.000000,160.000000,160.000000,159.470200,31
2023-03-15,160.000000,160.000000,160.000000,160.000000,159.470200,0
2023-03-16,160.000000,160.000000,160.000000,160.000000,159.470200,0
2023-03-17,160.000000,160.000000,160.000000,160.000000,159.470200,0
2023-03-20,160.000000,160.000000,160.000000,160.000000,159.470200,0
2023-03-21,160.000000,160.000000,160.000000,160.000000,159.470200,0
2023-03-22,160.000000,160.000000,160.000000,160.000000,159.470200,0
2023-03-23,160.000000,160.000000,160.000000,160.000000,159.470200,0
2023-03-24,160.000000,160.000000,160.000000,160.000000,159.470200,0
