date,open,high,low,close,adjClose,volume
2022-10-20,105.000000,105.000000,105.000000,105.000000,103.162186,0
2022-10-21,105.000000,105.000000,105.000000,105.000000,103.162186,0
2022-10-24,105.000000,105.000000,105.000000,105.000000,103.162186,15
2022-10-25,105.000000,105.000000,105.000000,105.000000,103.162186,0
2022-10-27,104.000000,104.000000,104.000000,104.000000,102.179688,4
2022-10-28,104.000000,104.000000,104.000000,104.000000,102.179688,0
2022-10-31,104.000000,104.000000,104.000000,104.000000,102.179688,0
2022-11-01,104.000000,104.000000,104.000000,104.000000,102.179688,0
2022-11-02,104.000000,104.000000,104.000000,104.000000,102.179688,0
2022-11-03,100.000000,100.000000,100.000000,100.000000,98.249702,3
2022-11-04,100.000000,100.000000,100.000000,100.000000,98.249702,0
2022-11-07,100.000000,100.000000,100.000000,100.000000,98.249702,10
2022-11-08,100.000000,100.000000,100.000000,100.000000,98.249702,110
2022-11-09,100.000000,100.000000,100.000000,100.000000,98.249702,0
2022-11-10,100.000000,100.000000,100.000000,100.000000,98.249702,0
2022-11-11,105.000000,105.000000,105.000000,105.000000,103.162186,6
2022-11-14,105.000000,105.000000,105.000000,105.000000,103.162186,9
2022-11-15,105.000000,105.000000,105.000000,105.000000,103.162186,50
2022-11-16,105.000000,105.000000,105.000000,105.000000,103.162186,100
2022-11-17,105.000000,105.000000,105.000000,105.000000,103.162186,0
2022-11-18,105.000000,105.000000,105.000000,105.000000,103.162186,0
2022-11-21,110.000000,110.000000,110.000000,110.000000,108.074669,253
2022-11-22,110.000000,110.000000,110.000000,110.000000,108.074669,0
2022-11-23,115.000000,115.000000,115.000000,115.000000,112.987160,23
2022-11-24,115.000000,115.000000,115.000000,115.000000,112.987160,0
2022-11-25,115.000000,115.000000,115.000000,115.000000,112.987160,0
2022-11-28,115.000000,115.000000,115.000000,115.000000,112.987160,0
2022-11-29,115.000000,115.000000,115.000000,115.000000,112.987160,0
2022-11-30,115.000000,115.000000,115.000000,115.000000,112.987160,12
2022-12-01,120.000000,120.000000,120.000000,120.000000,117.899635,43
2022-12-02,120.000000,120.000000,120.000000,120.000000,118.690910,0
2022-12-05,120.000000,120.000000,120.000000,120.000000,118.690910,0
2022-12-06,120.000000,120.000000,120.000000,120.000000,118.690910,0
2022-12-07,120.000000,120.000000,120.000000,120.000000,118.690910,0
2022-12-08,120.000000,120.000000,120.000000,120.000000,118.690910,0
2022-12-09,120.000000,120.000000,120.000000,120.000000,118.690910,0
2022-12-12,120.000000,120.000000,120.000000,120.000000,118.690910,0
2022-12-13,120.000000,120.000000,120.000000,120.000000,118.690910,0
2022-12-14,120.000000,120.000000,120.000000,120.000000,118.690910,6
2022-12-15,120.000000,120.000000,120.000000,120.000000,118.690910,0
2022-12-16,120.000000,120.000000,120.000000,120.000000,118.690910,1
2022-12-19,120.000000,120.000000,120.000000,120.000000,118.690910,0
2022-12-20,120.000000,120.000000,120.000000,120.000000,118.690910,0
2022-12-21,120.000000,120.000000,120.000000,120.000000,118.690910,0
2022-12-22,118.000000,118.000000,118.000000,118.000000,116.712730,1
2022-12-23,118.000000,118.000000,118.000000,118.000000,116.712730,0
2022-12-27,115.000000,115.000000,115.000000,115.000000,113.745453,4
2022-12-28,115.000000,115.000000,115.000000,115.000000,113.745453,0
2022-12-29,115.000000,115.000000,115.000000,115.000000,113.745453,0
2022-12-30,115.000000,115.000000,115.000000,115.000000,113.745453,0
2023-01-02,105.000000,105.000000,105.000000,105.000000,103.854546,60
2023-01-03,105.000000,105.000000,105.000000,105.000000,103.854546,0
2023-01-04,105.000000,105.000000,105.000000,105.000000,103.854546,0
2023-01-05,105.000000,105.000000,105.000000,105.000000,103.854546,0
2023-01-06,105.000000,105.000000,105.000000,105.000000,103.854546,0
2023-01-09,105.000000,105.000000,105.000000,105.000000,103.854546,0
2023-01-10,105.000000,105.000000,105.000000,105.000000,103.854546,0
