date,open,high,low,close,adjClose,volume
2022-10-20,17.900000,18.450001,17.799999,18.450001,18.450001,460
2022-10-21,18.500000,18.600000,17.299999,17.299999,17.299999,1573
2022-10-24,17.150000,17.600000,17.150000,17.600000,17.600000,150
2022-10-25,17.600000,18.000000,17.450001,17.549999,17.549999,1642
2022-10-26,18.000000,18.000000,17.299999,17.650000,17.650000,377
2022-10-27,17.150000,17.150000,17.150000,17.150000,17.150000,286
2022-10-28,17.450001,17.700001,17.049999,17.200001,17.200001,3396
2022-10-31,17.400000,17.450001,17.250000,17.250000,17.250000,281
2022-11-01,17.500000,18.000000,17.500000,17.850000,17.850000,935
2022-11-02,18.000000,18.000000,16.799999,16.799999,16.799999,2557
2022-11-03,17.000000,17.200001,17.000000,17.200001,17.200001,491
2022-11-04,16.950001,17.200001,16.950001,17.200001,17.200001,1
2022-11-07,17.350000,17.600000,17.350000,17.600000,17.600000,433
2022-11-08,17.750000,17.750000,17.750000,17.750000,17.750000,0
2022-11-09,18.000000,18.000000,17.700001,17.700001,17.700001,365
2022-11-10,17.799999,17.799999,17.750000,17.750000,17.750000,515
2022-11-11,17.750000,17.799999,17.700001,17.700001,17.700001,231
2022-11-14,17.700001,17.700001,17.700001,17.700001,17.700001,81
2022-11-15,17.799999,17.799999,16.900000,17.150000,17.150000,1558
2022-11-16,17.049999,17.450001,17.049999,17.299999,17.299999,55
2022-11-17,17.250000,17.250000,17.250000,17.250000,17.250000,0
2022-11-18,17.450001,17.600000,17.000000,17.400000,17.400000,1757
2022-11-21,17.500000,17.500000,17.000000,17.000000,17.000000,1994
2022-11-22,17.000000,17.000000,17.000000,17.000000,17.000000,152
2022-11-23,17.049999,17.100000,17.000000,17.100000,17.100000,142
2022-11-24,17.299999,17.799999,16.750000,17.549999,17.549999,2069
2022-11-25,17.500000,17.500000,17.400000,17.400000,17.400000,39
2022-11-28,17.700001,17.700001,16.799999,17.000000,17.000000,112
2022-11-29,17.250000,17.299999,17.000000,17.299999,17.299999,825
2022-11-30,16.799999,16.799999,16.799999,16.799999,16.799999,0
2022-12-01,17.100000,17.100000,16.650000,16.900000,16.900000,298
2022-12-02,17.100000,17.299999,17.000000,17.100000,17.100000,1164
2022-12-05,16.900000,16.900000,16.900000,16.900000,16.900000,0
2022-12-06,16.750000,16.750000,16.650000,16.650000,16.650000,16
2022-12-07,16.500000,16.500000,15.650000,15.650000,15.650000,2423
2022-12-08,16.100000,16.299999,16.000000,16.100000,16.100000,826
2022-12-09,16.549999,16.850000,16.450001,16.700001,16.700001,1165
2022-12-12,16.900000,16.900000,16.400000,16.400000,16.400000,483
2022-12-13,16.549999,16.549999,16.100000,16.100000,16.100000,316
2022-12-14,16.000000,16.549999,16.000000,16.400000,16.400000,873
2022-12-15,16.750000,16.750000,16.500000,16.650000,16.650000,566
2022-12-16,16.799999,16.850000,16.650000,16.650000,16.650000,650
2022-12-19,16.750000,16.900000,16.750000,16.900000,16.900000,86
2022-12-20,16.700001,16.700001,16.200001,16.200001,16.200001,612
2022-12-21,16.000000,16.000000,14.400000,14.400000,14.400000,2726
2022-12-22,15.850000,15.850000,14.650000,15.100000,15.100000,6893
2022-12-23,15.000000,15.600000,15.000000,15.200000,15.200000,1486
2022-12-27,15.250000,15.250000,14.400000,14.400000,14.400000,1322
2022-12-28,14.300000,14.300000,13.250000,13.500000,13.500000,3681
2022-12-29,13.500000,13.600000,12.200000,12.600000,12.600000,5705
2022-12-30,12.800000,13.050000,12.350000,12.800000,12.800000,2190
2023-01-02,12.750000,12.800000,12.350000,12.350000,12.350000,912
2023-01-03,12.750000,13.500000,12.550000,13.500000,13.500000,1624
2023-01-04,13.650000,14.200000,13.650000,14.200000,14.200000,2457
2023-01-05,14.900000,15.000000,14.650000,14.800000,14.800000,952
2023-01-06,15.000000,15.000000,14.650000,14.650000,14.650000,6
2023-01-09,15.000000,15.000000,14.050000,14.300000,14.300000,1995
2023-01-10,14.100000,15.000000,14.100000,14.750000,14.750000,1412
2023-01-11,14.950000,14.950000,14.900000,14.900000,14.900000,34
2023-01-12,15.250000,15.250000,14.750000,14.900000,14.900000,246
2023-01-13,15.300000,15.300000,15.000000,15.300000,15.300000,2471
2023-01-16,15.300000,15.300000,14.950000,14.950000,14.950000,561
2023-01-17,14.750000,15.000000,14.450000,14.450000,14.450000,1091
2023-01-18,14.200000,14.200000,13.250000,13.900000,13.900000,7554
2023-01-19,13.600000,14.050000,13.450000,13.450000,13.450000,2362
2023-01-20,13.450000,13.700000,13.450000,13.700000,13.700000,500
2023-01-23,13.650000,13.650000,12.800000,12.950000,12.950000,1005
2023-01-24,13.350000,14.700000,13.350000,13.500000,13.500000,4075
2023-01-25,13.300000,13.500000,12.800000,12.900000,12.900000,3254
2023-01-26,12.800000,13.150000,12.800000,13.000000,13.000000,1630
2023-01-27,13.000000,13.000000,13.000000,13.000000,13.000000,0
2023-01-30,13.150000,13.150000,12.850000,12.850000,12.850000,1459
2023-01-31,13.000000,13.050000,13.000000,13.000000,13.000000,746
2023-02-01,13.500000,13.900000,12.500000,12.550000,12.550000,4097
2023-02-02,12.900000,13.350000,12.700000,12.850000,12.850000,672
2023-02-03,13.000000,13.000000,12.500000,12.500000,12.500000,3278
